Description,average,sd,total_sales,total_revenue,avg_unit_price,product_mix,service_level,lead_time_days,lead_time_sd_days,ordering_cost_per_order,holding_rate,unit_cost,unit_cost_is_real,safety_stock_fixed_leadtime,reorder_point_fixed_leadtime,safety_stock_variable_leadtime,reorder_point_variable_leadtime,demand_lead_time,safety_stock_uplift_pct,safety_stock_investment,annual_demand,eoq_units,eoq_order_cycle_weeks,eoq_practical_units,annual_ordering_cost,annual_holding_cost,annual_logistics_cost
Gingham Recipe Book Box,4.0,0.0,4,19.8,4.95,C_A,0.8,18.0,4.3,49.7,0.224,3.3363,True,0.0,72.0,14.475885217454126,86.47588521745412,72.0,,48.2958958509922,1460.0,440.6695714394613,15.695080626610952,224.61538461538464,164.6630598136692,164.66305981366918,5200.324119627339
Tutti Frutti Pen,24.0,0.0,24,6.959999999999999,0.29,A_C,0.95,22.0,6.5,41.3,0.294,0.1873,True,0.0,528.0,256.59716580442966,784.5971658044297,528.0,,48.06064915516968,8760.0,3624.929151980202,21.517844281161015,2695.3846153846157,99.80553683438609,99.80553683438609,1840.3590736687722
Blue Paisley Sketchbook,4.0,0.0,4,15.0,3.75,C_B,0.8,23.0,6.0,54.49,0.275,2.3738,True,0.0,92.0,20.198909605749943,112.19890960574995,92.0,,47.948171622129216,1460.0,493.6980592698546,17.583766494542765,449.2307692307693,161.14181230053234,161.1418123005324,3788.031624601065
Red Coat Rack Paris Fashion,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,21.0,6.2,50.21,0.275,3.0591,True,0.0,63.0,15.654154944456208,78.65415494445621,63.0,,47.88762539058598,1095.0,361.53802744732724,17.168929157315997,336.92307692307696,152.07238471756634,152.07238471756634,3653.859269435133
Embroidered Ribbon Reel Ruby,6.0,0.0,6,22.5,3.75,C_A,0.8,13.0,4.3,31.36,0.248,2.205,True,0.0,78.0,21.713827826181188,99.71382782618119,78.0,,47.87899035672952,2190.0,501.1813999929813,11.900197625404122,336.92307692307696,137.03301838608095,137.03301838608095,5103.016036772162
Wooden Sleigh Decorations,12.0,0.0,24,30.0,1.25,A_A,0.95,17.0,3.2,54.31,0.282,0.7575,True,0.0,204.0,63.16237927493654,267.16237927493654,204.0,,47.84550230076443,4380.0,1492.3685277991008,17.717617225012155,1347.6923076923078,159.39615153290245,159.39615153290242,3636.6423030658048
Beach Hut Shelf W Drawers,4.0,0.0,4,23.8,5.95,C_A,0.8,23.0,3.8,29.26,0.261,3.7307,True,0.0,92.0,12.792642750308296,104.79264275030829,92.0,,47.72551230857516,1460.0,296.21917590339194,10.550272018476974,224.61538461538464,144.2161867803334,144.21618678033337,5735.254373560667
Mini Loaf Baking Cases,14.0,7.659416862050705,56,46.48,0.83,A_A,0.95,14.0,3.1,67.11,0.256,0.5578,True,47.13971811148605,243.13971811148605,85.5465163056119,281.54651630561193,196.0,81.47439088051667,47.71784679527032,5110.0,2191.5926218711884,22.30192100534282,1572.3076923076924,156.47620665340787,156.47620665340787,3163.3104133068155
Rabbit Cotton Tote Bag,12.0,0.0,12,27.0,2.25,B_A,0.7,17.0,4.8,25.13,0.23,1.5795000000000001,True,0.0,204.0,30.205469531983145,234.20546953198314,204.0,,47.70953912576738,4380.0,778.4389608840813,9.241741088121513,673.8461538461539,141.39759895238674,141.39759895238674,7201.005197904775
Hand Warmer Owl,12.0,0.0,12,25.200000000000003,2.1,B_A,0.7,21.0,6.1,55.71,0.276,1.2411,True,0.0,252.0,38.38611753022857,290.38611753022855,252.0,,47.64101046676668,4380.0,1193.6052036154704,14.170655385389145,673.8461538461539,204.4309117125881,204.43091171258814,5844.879823425176
Parlour Ceramic Wall Hook,4.0,0.0,4,16.6,4.15,C_B,0.8,23.0,5.6,35.82,0.24,2.5232,True,0.0,92.0,18.852315632033278,110.85231563203328,92.0,,47.56816280274637,1460.0,415.5973384766682,14.802096986840239,224.61538461538464,125.8362245333195,125.83622453331951,3935.544449066639
Toadstool Bedside Light,2.0,0.0,2,17.9,8.95,C_B,0.8,27.0,4.8,39.71,0.3,5.8801,True,0.0,54.0,8.079563842299978,62.079563842299976,54.0,,47.5086433491081,730.0,181.28980760787366,12.913794514533468,112.30769230769232,159.90032965725868,159.90032965725865,4612.273659314517
Ivory Hanging Decoration Bird,12.0,0.0,12,10.2,0.85,B_C,0.75,35.0,11.5,44.24,0.294,0.5066,True,0.0,420.0,93.07958552705928,513.0795855270593,420.0,,47.154118028008234,4380.0,1613.070520249907,19.15060891620894,1347.6923076923078,120.12568425711466,120.12568425711463,2459.1593685142298
Dark Bird House Tree Decoration,24.0,0.0,24,6.959999999999999,0.29,A_C,0.95,32.0,6.0,33.24,0.31,0.1984,True,0.0,768.0,236.85892228101198,1004.8589222810119,768.0,,46.99281018055277,8760.0,3077.130235962378,18.2660698938406,2695.3846153846157,94.62790901631507,94.62790901631503,1927.23981803263
Cake Plate Lovebird White,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,18.0,6.1,50.38,0.238,3.0492,True,0.0,54.0,15.40166857438433,69.40166857438433,54.0,,46.9627678170127,1095.0,389.914786445709,18.51650127413413,336.92307692307696,141.48245185280047,141.48245185280044,3621.838903705601
Pink Baby Bunting,5.0,0.0,5,14.75,2.95,C_B,0.8,28.0,5.9,55.27,0.304,1.8762,True,0.0,140.0,24.827826390400972,164.82782639040096,140.0,,46.58196787367031,1825.0,594.7230991505012,16.94553487990469,561.5384615384615,169.60456075117796,169.6045607511779,3763.274121502356
White Skull Hot Water Bottle,4.0,0.0,4,17.0,4.25,C_B,0.8,24.0,4.8,63.17,0.247,2.8815,True,0.0,96.0,16.159127684599955,112.15912768459995,96.0,,46.56252642317477,1460.0,509.0835636704252,18.131743363604183,449.2307692307693,181.16514965646678,181.16514965646675,4569.3202993129335
Magic Drawing Slate Bunnies,24.0,0.0,24,10.08,0.42,A_C,0.95,24.0,4.6,49.56,0.246,0.2554,True,0.0,576.0,181.5918404154425,757.5918404154424,576.0,,46.378556042104016,8760.0,3717.5318647178815,22.06754074946688,2695.3846153846157,116.7832895046205,116.78328950462048,2470.870579009241
Pens Funny Face,36.0,0.0,36,6.84,0.19,A_C,0.95,20.0,6.1,50.47,0.242,0.1277,True,0.0,720.0,361.20985647854326,1081.2098564785433,720.0,,46.12649867230998,13140.0,6551.280599280011,25.92592017979913,4043.0769230769233,101.22842243589496,101.22842243589496,1880.43484487179
Napkins Pantry,12.0,0.0,24,20.4,0.85,A_A,0.95,20.0,4.2,55.91,0.254,0.5448,True,0.0,240.0,82.90062279835419,322.9006227983542,240.0,,45.16425930054336,4380.0,1881.3144509277615,22.33524005667662,1347.6923076923078,130.1673943339114,130.16739433391143,2646.5587886678227
Star T-Light Holder Willie Winkie,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,30.0,7.0,47.25,0.264,1.0164,True,0.0,360.0,44.049643067475415,404.0496430674754,360.0,,44.77205721378201,4380.0,1241.991626622761,14.745106069493968,673.8461538461539,166.6315581875174,166.6315581875174,4785.095116375034
Victorian Sewing Box Large,2.0,0.0,2,25.5,12.75,C_A,0.8,15.0,3.3,61.260000000000005,0.21600000000000003,7.98792,True,0.0,30.0,5.554700141581234,35.554700141581236,30.0,,44.37050035493957,730.0,227.67806680476437,16.218163662805132,224.61538461538464,196.41681180624028,196.41681180624028,6224.01522361248
Bundle School Exercise Books,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,24.0,6.5,47.34,0.266,1.0824,True,0.0,288.0,40.903239991227174,328.90323999122717,288.0,,44.273666966504294,4380.0,1200.138781298538,14.248222974320544,673.8461538461539,172.7710188447125,172.77101884471253,5086.454037689426
Charlotte Bag Pink Polkadot,10.0,0.0,20,17.0,0.85,A_B,0.95,17.0,4.5,73.08,0.244,0.5958,True,0.0,170.0,74.01841321281624,244.01841321281626,170.0,,44.100170592195916,3650.0,1915.647233628515,27.291412643474736,1123.076923076923,139.24379985909607,139.24379985909604,2453.157599718192
Skulls And Crossbones Wrap,25.0,0.0,25,10.5,0.42,A_C,0.95,15.0,4.5,59.08,0.225,0.2373,True,0.0,375.0,185.0460330320406,560.0460330320407,375.0,,43.91142363850324,9125.0,4493.777335684013,25.608374954034925,2807.6923076923076,119.96700319775432,119.96700319775435,2405.296506395509
Knick Knack Tins Doily,6.0,0.0,6,24.900000000000002,4.15,C_A,0.8,15.0,3.3,60.29,0.225,2.6187,True,0.0,90.0,16.664100424743705,106.66410042474371,90.0,,43.63827978227634,2190.0,669.4614348845636,15.895887951596942,336.92307692307696,197.22584919737318,197.22584919737324,6129.404698394746
Mini Jigsaw Bake A Cake,24.0,0.0,24,10.08,0.42,A_C,0.95,24.0,3.9,25.05,0.236,0.2827,True,0.0,576.0,153.9582994826578,729.9582994826578,576.0,,43.52401126374736,8760.0,2564.7911726786524,15.224787783023965,1347.6923076923078,85.5578428129181,85.5578428129181,2647.5676856258365
Recycled Acapulco Mat Red,2.0,0.0,2,16.5,8.25,C_B,0.8,17.0,4.6,39.88,0.285,5.6018,True,0.0,34.0,7.742915348870811,41.74291534887081,34.0,,43.37426320130451,730.0,190.97115427863025,13.603424688340786,112.30769230769232,152.4439652154194,152.44396521541938,4394.201930430839
Ceramic Strawberry Trinket Tray,6.0,0.0,6,15.299999999999999,2.55,C_B,0.8,22.0,4.9,34.31,0.274,1.7493,True,0.0,132.0,24.74366426704368,156.74366426704367,132.0,,43.28409190233951,2190.0,559.9380555157363,13.295332825031181,336.92307692307696,134.1914507503738,134.19145075037383,4099.349901500747
Five Heart Hanging Decoration,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,15.0,4.3,45.17,0.298,1.9706,True,0.0,90.0,21.713827826181188,111.71382782618119,90.0,,42.78926911427265,2190.0,580.4365195069523,13.782054344457315,336.92307692307696,170.4274225957196,170.42742259571963,4656.468845191439
Revolver Wooden Ruler,12.0,0.0,12,23.4,1.95,B_A,0.7,23.0,5.2,41.31,0.294,1.3065,True,0.0,276.0,32.722591992981734,308.72259199298173,276.0,,42.75206643883063,4380.0,970.6245647709413,11.523396659381039,673.8461538461539,186.41378609936552,186.41378609936552,6095.297572198731
Tea Time Kitchen Apron,3.0,0.0,3,17.85,5.95,C_B,0.8,17.0,4.0,60.12,0.254,4.2245,True,0.0,51.0,10.099454802874972,61.09945480287497,51.0,,42.66514681474531,1095.0,350.2894261161102,16.634749002774182,336.92307692307696,187.9343054396935,187.93430543969345,5001.696110879388
Alarm Clock Bakelike Chocolate,3.0,1.4142135623730951,6,22.5,3.75,C_A,0.8,20.0,6.6,70.11,0.279,2.4337,True,5.322880050501961,65.32288005050196,17.4935786789889,77.4935786789889,60.0,228.64874866641435,42.57412243105529,1095.0,475.5283549468652,22.582168454097708,336.92307692307696,161.44242336206892,161.44242336206892,2987.7863467241377
Poppy Fields Chopping Board,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,17.0,5.1,26.27,0.272,3.2967,True,0.0,51.0,12.876804873665588,63.87680487366559,51.0,,42.45096262701334,1095.0,253.29576448453128,12.028657308854452,168.46153846153848,113.56545996155697,113.56545996155698,3837.017419923114
Feltcraft Princess Charlotte Doll,4.0,0.0,4,15.0,3.75,C_B,0.8,24.0,5.8,72.9,0.316,2.1675,True,0.0,96.0,19.52561261889161,115.52561261889161,96.0,,42.32176535144757,1460.0,557.4835995197708,19.85558025686855,449.2307692307693,190.91862090953836,190.9186209095383,3546.3872418190767
Hanging Quilted Patchwork Apples,15.0,6.0,60,49.8,0.83,A_A,0.95,17.0,3.1,34.98,0.292,0.488,True,40.691431455607365,295.69143145560736,86.63633145236587,341.6363314523659,255.0,112.91050315318212,42.27852974875454,5475.0,1639.5158721653067,15.571657598647663,842.3076923076924,116.8122268600338,116.81222686003376,2905.4244537200675
Ceramic Strawberry Cake Money Bank,12.0,0.0,12,17.4,1.45,B_B,0.7,23.0,7.5,74.34,0.257,0.8932,True,0.0,276.0,47.19604614372366,323.19604614372366,276.0,,42.155508415573976,4380.0,1684.311494960525,19.996392177613536,1347.6923076923078,193.3188730078882,193.31887300788821,4298.853746015777
Hand Warmer Bird,12.0,0.0,12,25.200000000000003,2.1,B_A,0.7,15.0,5.0,64.44,0.309,1.3377,True,0.0,180.0,31.46403076248244,211.46403076248245,180.0,,42.089433950972754,4380.0,1168.6143521108595,13.873960344695137,673.8461538461539,241.5229622074887,241.52296220748863,6342.171924414976
Edwardian Parasol Pink,4.5,2.1213203435596424,9,53.550000000000004,5.95,B_A,0.7,18.0,4.2,72.14,0.252,3.8259,True,4.719604614372365,85.71960461437237,10.977520318523062,91.97752031852306,81.0,132.5940669922602,41.99889498663738,1642.5,495.779629222066,15.695915202159775,252.6923076923077,238.99721371352845,238.99721371352848,6762.035177427057
Pencils Small Tube Red Retrospot,24.0,0.0,48,31.200000000000003,0.65,A_A,0.95,14.0,2.7,61.69,0.227,0.3939,True,0.0,336.0,106.58651502645542,442.5865150264554,336.0,,41.98442826892079,8760.0,3476.710402651425,20.63800695637832,2695.3846153846157,155.43555183309897,155.43555183309897,3761.435103666198
Glass Apothecary Bottle Tonic,4.0,0.0,4,15.8,3.95,C_B,0.8,19.0,5.0,41.34,0.225,2.4925,True,0.0,76.0,16.832424671458284,92.83242467145828,76.0,,41.95481849360978,1460.0,463.94641085989946,16.524118742955324,449.2307692307693,130.09347327018372,130.0934732701837,3899.2369465403676
Wooden Happy Birthday Garland,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,32.0,5.2,63.42,0.34,1.593,True,0.0,192.0,26.258582487474925,218.25858248747494,192.0,,41.829921902547554,2190.0,716.1480730122989,17.004429130885637,673.8461538461539,193.94005965246063,193.94005965246066,3876.5501193049213
Red Apple Tissues,24.0,0.0,24,9.36,0.38999999999999996,A_C,0.95,16.0,4.1,26.21,0.245,0.257,True,0.0,384.0,161.85359689202485,545.8535968920248,384.0,,41.59637440125039,8760.0,2700.5421339133395,16.03061540679151,2695.3846153846157,85.01981773092672,85.01981773092672,2421.3596354618535
Vintage Donkey Tail Game,6.0,0.0,6,22.5,3.75,B_A,0.7,28.0,5.9,49.16,0.268,2.2163,True,0.0,168.0,18.56377814986464,186.56377814986465,168.0,,41.142901513545,2190.0,602.0898724065255,14.296197883625265,336.92307692307696,178.81117908475412,178.81117908475406,5211.319358169509
Lets Go Shopping Cotton Tote Bag,6.0,0.0,6,13.5,2.25,C_B,0.8,19.0,5.5,46.02,0.216,1.4805,True,0.0,114.0,27.773500707906173,141.77350070790618,114.0,,41.118667798055085,2190.0,793.924640360566,18.85117867522805,673.8461538461539,126.9437864458123,126.94378644581232,3496.182572891624
Home Sweet Home Cushion Cover,4.0,0.0,4,15.0,3.75,C_B,0.8,21.0,5.3,45.93,0.329,2.2687,True,0.0,84.0,17.842370151745783,101.84237015174578,84.0,,40.478985163265655,1460.0,423.88999287321246,15.097451800963732,224.61538461538464,158.19623281377466,158.19623281377469,3628.6944656275496
Measuring Tape Babushka Pink,6.0,0.0,12,35.400000000000006,2.9500000000000006,B_A,0.7,29.0,7.5,38.27,0.315,1.714,True,0.0,174.0,23.59802307186183,197.59802307186183,174.0,,40.44701154517118,2190.0,557.1929344639896,13.23015186855135,336.92307692307696,150.41701862322626,150.4170186232263,4054.4940372464525
Regency Tea Plate Roses,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_B,0.7,19.0,5.9,56.74,0.262,1.089,True,0.0,228.0,37.12755629972928,265.1275562997293,228.0,,40.43190881040518,4380.0,1319.8729649707798,15.66972469828323,673.8461538461539,188.2917573097665,188.2917573097665,5146.403514619533
Round Snack Boxes Fruits,6.0,0.0,30,88.50000000000001,2.9500000000000006,A_A,0.95,13.0,2.2,59.279999999999994,0.236,1.8377894736842104,True,0.0,78.0,21.712067875759434,99.71206787575943,78.0,,39.90220979398778,2190.0,773.7261433035134,18.371579658348264,673.8461538461539,167.78959987794235,167.78959987794235,4360.338147124306
Record Frame Single,6.0,0.0,6,15.299999999999999,2.55,C_B,0.8,17.0,5.1,77.43,0.274,1.5402,True,0.0,102.0,25.753609747331176,127.75360974733118,102.0,,39.665709732839474,2190.0,896.4536584904237,21.285657644521475,673.8461538461539,189.1583556985522,189.15835569855224,3751.3547113971044
Biscuit Tin S Christmas,6.0,0.0,12,34.68,2.89,B_A,0.7,37.0,7.8,42.37,0.334,1.6155,True,0.0,222.0,24.5419439947363,246.5419439947363,222.0,,39.64751052349649,2190.0,586.4615888934145,13.925115352720344,336.92307692307696,158.2205923751709,158.22059237517095,3854.3861847503417
Snack Tray Red Vintage Doily,8.0,0.0,16,31.2,1.95,A_A,0.95,14.0,2.9,33.23,0.241,1.0374,True,0.0,112.0,38.16060414527416,150.16060414527416,112.0,,39.58781074030741,2920.0,881.0284870989948,15.689548400393058,449.2307692307693,110.13446377823792,110.13446377823792,3249.476927556476
Hot Water Bottle Keep Calm,4.0,0.0,8,39.6,4.95,B_A,0.7,22.0,6.4,69.22,0.261,2.9403,True,0.0,88.0,13.424653125325841,101.42465312532585,88.0,,39.47250758439557,1460.0,513.2053174684933,18.278545553672362,449.2307692307693,196.9215761413157,196.92157614131574,4686.681152282632
Magic Drawing Slate Go To The,24.0,0.0,24,10.08,0.42,A_C,0.95,17.0,4.0,39.0,0.281,0.2495,True,0.0,408.0,157.90594818734132,565.9059481873413,408.0,,39.397534072741664,8760.0,3121.842002556829,18.531482206958348,2695.3846153846157,109.43539093912902,109.43539093912901,2404.490781878258
Ant Copper Lime Boudicca Bracelet,6.0,0.0,6,29.700000000000003,4.95,C_A,0.8,18.0,3.0,34.19,0.306,2.5889,True,0.0,108.0,15.149182204312456,123.14918220431245,108.0,,39.21971780874452,2190.0,434.77869499276096,10.32351239252218,336.92307692307696,172.21658021041412,172.2165802104141,6014.124160420829
Cake Plate Lovebird Pink,3.0,0.0,6,29.700000000000003,4.95,B_A,0.7,22.0,7.5,48.39,0.255,3.2621,True,0.0,66.0,11.799011535930916,77.79901153593092,66.0,,38.489555531360246,1095.0,356.92843119375766,16.95002595623324,336.92307692307696,148.45287001313753,148.4528700131375,3868.9052400262754
Ivory Kitchen Scales,2.0,0.0,2,17.0,8.5,C_B,0.8,24.0,4.0,75.16,0.264,5.7035,True,0.0,48.0,6.732969868583314,54.73296986858331,48.0,,38.40149364546493,730.0,269.95857513426085,19.229925899974745,224.61538461538464,203.24155279272983,203.2415527927299,4570.03810558546
Blue Happy Birthday Bunting,3.0,0.0,9,49.050000000000004,5.45,B_A,0.7,31.0,7.6,73.51,0.29,3.1883,True,0.0,93.0,11.956331689743328,104.95633168974332,93.0,,38.12037232640865,1095.0,417.2695372973714,19.81553967074275,336.92307692307696,192.90516753595537,192.90516753595534,3876.9988350719104
Parisienne Sewing Box,2.0,0.0,2,25.0,12.5,C_A,0.8,14.0,2.8,53.82,0.25,8.05,True,0.0,28.0,4.7130789080083195,32.71307890800832,28.0,,37.94028520946698,730.0,197.59699245831507,14.075402202510114,112.30769230769232,198.83197366117957,198.83197366117955,6274.16394732236
Vintage Doily Travel Sewing Kit,10.0,0.0,20,39.0,1.95,A_A,0.95,11.0,2.0,58.66,0.211,1.1524,True,0.0,110.0,32.897072539029445,142.89707253902944,110.0,,37.91058639397753,3650.0,1327.0570909570883,18.906018830073588,1123.076923076923,161.34121241579908,161.3412124157991,4528.942424831598
Flying Pig Watering Can,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,23.0,5.2,30.69,0.288,1.4425,True,0.0,138.0,26.258582487474925,164.25858248747494,138.0,,37.878005238182574,2190.0,568.8284960210901,13.506430042509901,336.92307692307696,118.15705519350081,118.15705519350082,3395.3891103870014
Multicolour Confetti In Tube,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_A,0.7,20.0,5.7,32.62,0.257,1.056,True,0.0,240.0,35.86899506922998,275.86899506923,240.0,,37.87765879310686,4380.0,1026.1137581384248,12.182172471049793,673.8461538461539,139.23953252435172,139.23953252435172,4903.759065048704
Bicycle Puncture Repair Kit,6.0,0.0,6,12.48,2.08,C_B,0.8,24.0,5.6,52.56,0.24,1.3312,True,0.0,144.0,28.278473448049915,172.2784734480499,144.0,,37.64430385404405,2190.0,848.8627148448954,20.155644370746376,673.8461538461539,135.60072552018295,135.60072552018298,3186.529451040366
Save The Planet Mug,12.0,0.0,12,19.799999999999997,1.6499999999999997,B_B,0.7,24.0,5.8,62.57,0.255,1.0296,True,0.0,288.0,36.49827568447963,324.4982756844796,288.0,,37.57862464474023,4380.0,1444.8766523858417,17.15378674065383,1347.6923076923078,189.67473766529903,189.67473766529898,4888.997475330598
Chocolate Box Ribbons,12.0,0.0,12,15.0,1.25,A_B,0.95,13.0,2.5,66.24,0.199,0.7588,True,0.0,156.0,49.34560880854416,205.34560880854417,156.0,,37.44344796392331,4380.0,1960.2976336386196,23.272939942741605,1347.6923076923078,148.003647518296,148.00364751829596,3619.5512950365924
Embroidered Ribbon Reel Rebecca,6.0,0.0,6,17.34,2.89,C_B,0.8,14.0,4.4,35.59,0.216,1.682,True,0.0,84.0,22.21880056632494,106.21880056632494,84.0,,37.37202255255855,2190.0,655.029980484556,15.55322328091183,336.92307692307696,118.99012613490245,118.99012613490248,3921.560252269805
Jam Jar With Pink Lid,12.0,0.0,24,20.4,0.85,A_A,0.95,20.0,3.3,41.24,0.296,0.5737,True,0.0,240.0,65.1362036272783,305.1362036272783,240.0,,37.368640020969565,4380.0,1458.5559757488504,17.31618966642471,1347.6923076923078,123.84248736649309,123.84248736649309,2760.490974732986
Cushion Cover Pink Union Jack,2.0,0.0,2,11.9,5.95,C_B,0.8,20.0,6.4,30.26,0.32,3.4331,True,0.0,40.0,10.772751789733304,50.772751789733306,40.0,,36.98393416933341,730.0,200.5361503674739,14.284766875491291,112.30769230769232,110.15370525225197,110.15370525225195,2726.470410504504
Pens Spaceball,36.0,0.0,36,6.84,0.19,A_C,0.95,19.0,5.1,51.86,0.277,0.1224,True,0.0,684.0,301.9951259082903,985.9951259082902,684.0,,36.96420341117473,13140.0,6340.132632745704,25.090327009343728,4043.0769230769233,107.48046444335827,107.48046444335826,1823.2969288867166
Empire Union Jack Tv Dinner Tray,3.0,0.0,3,14.850000000000001,4.95,C_B,0.8,23.0,4.6,50.68,0.229,3.1779,True,0.0,69.0,11.614373023306216,80.61437302330621,69.0,,36.90931603076483,1095.0,390.52829545302734,18.545635948454265,336.92307692307696,142.10135512876013,142.10135512876013,3764.0032102575205
Retrospot Red Washing Up Gloves,6.0,0.0,6,12.600000000000001,2.1,C_B,0.8,22.0,5.3,66.81,0.252,1.3776,True,0.0,132.0,26.763555227618674,158.76355522761867,132.0,,36.869473681567484,2190.0,918.1126128470969,21.79993418632376,673.8461538461539,159.36378386772824,159.36378386772824,3335.6715677354564
Victorian Sewing Box Medium,2.0,0.0,2,15.9,7.95,C_B,0.8,19.0,4.3,65.26,0.215,5.0324,True,0.0,38.0,7.237942608727063,45.23794260872706,38.0,,36.42422238415807,730.0,296.7516591706315,21.1384743518806,224.61538461538464,160.53760283310575,160.53760283310575,3994.7272056662114
Wrap Green Pears,25.0,0.0,25,10.5,0.42,A_C,0.95,14.0,3.6,45.77,0.248,0.2423,True,0.0,350.0,148.03682642563248,498.0368264256325,350.0,,35.86932304293075,9125.0,3728.372904471561,21.246618195344787,2807.6923076923076,112.01970958942896,112.01970958942894,2435.0269191788575
Pink Love Bird Candle,12.0,0.0,12,15.0,1.25,B_B,0.7,22.0,6.8,27.57,0.257,0.8213,True,0.0,264.0,42.79108183697612,306.7910818369761,264.0,,35.14431551270849,4380.0,1069.6777518966771,12.699370570462834,673.8461538461539,112.89063438580723,112.89063438580722,3823.075268771615
New Baroque Jewellery Box,2.0,0.0,2,15.9,7.95,C_B,0.8,20.0,3.7,30.09,0.229,5.6127,True,0.0,40.0,6.227997128439566,46.22799712843957,40.0,,34.95587948279275,730.0,184.87741739813265,13.169350280414928,112.30769230769232,118.81223953219212,118.81223953219215,4334.895479064384
Pantry Magnetic Shopping List,12.0,0.0,12,17.4,1.45,B_B,0.7,17.0,5.7,69.47,0.258,0.9729,True,0.0,204.0,35.86899506922998,239.86899506922998,204.0,,34.89694530285385,4380.0,1557.0650185857048,18.485703416999236,1347.6923076923078,195.4180437990822,195.41804379908217,4652.138087598164
Round Cake Tin Vintage Red,4.0,0.0,4,31.8,7.95,C_A,0.8,14.0,2.4,54.27,0.232,4.293,True,0.0,56.0,8.079563842299978,64.07956384229998,56.0,,34.685567574993804,1460.0,398.8842604322205,14.206836672928402,224.61538461538464,198.63957508412065,198.63957508412065,6665.059150168242
Egg Cup Milkmaid Heidi,12.0,0.0,12,15.0,1.25,B_B,0.7,26.0,7.0,34.96,0.249,0.7825,True,0.0,312.0,44.049643067475415,356.0496430674754,312.0,,34.46884570029951,4380.0,1253.7066180233712,14.884188159181576,673.8461538461539,122.13766586110938,122.13766586110935,3671.6253317222186
Regency Milk Jug Pink,4.0,0.0,4,13.0,3.25,C_B,0.8,19.0,5.1,45.6,0.264,1.9955,True,0.0,76.0,17.16907316488745,93.16907316488745,76.0,,34.26088550053291,1460.0,502.74298286715856,17.90591445828236,449.2307692307693,132.42551814510674,132.4255181451068,3178.2810362902137
Toadstool Money Box,6.0,0.0,6,17.700000000000003,2.9500000000000006,C_B,0.8,20.0,3.3,57.66,0.265,2.0463,True,0.0,120.0,16.664100424743705,136.6641004247437,120.0,,34.09974869915304,2190.0,682.4436312785649,16.20414101665999,673.8461538461539,185.03418335580594,185.0341833558059,4851.465366711612
Rose Du Sud Oven Glove,7.0,0.0,7,17.849999999999998,2.55,B_B,0.7,22.0,5.3,23.92,0.294,1.747075,True,0.0,154.0,19.455259021468308,173.4552590214683,154.0,,33.989796654931745,2555.0,487.8222420873734,9.928280465183333,393.0769230769231,125.28252040843526,125.28252040843527,4714.34166581687
Fairy Cake Umbrella,4.0,0.0,4,15.0,3.75,C_B,0.8,19.0,3.8,40.26,0.248,2.655,True,0.0,76.0,12.792642750308296,88.79264275030829,76.0,,33.964466502068525,1460.0,422.54231549449787,15.049452332680746,224.61538461538464,139.1093811070986,139.10938110709856,4154.518762214197
Red Retrospot Cake Stand,1.0,0.0,1,10.95,10.95,C_B,0.8,22.0,5.4,67.89,0.23899999999999996,7.395999999999999,True,0.0,22.0,4.544754661293737,26.544754661293737,22.0,,33.61300547492848,365.0,167.44297541064367,23.854889647543757,112.30769230769232,147.98978541338585,147.98978541338587,2995.519570826771
Floral Folk Stationery,12.0,0.0,12,15.0,1.25,B_B,0.7,23.0,6.6,40.29,0.271,0.7988,True,0.0,276.0,41.53252060647682,317.53252060647685,276.0,,33.17617746045369,4380.0,1276.8709698906032,15.15919872929483,673.8461538461539,138.20519391643714,138.20519391643717,3775.154387832874
Roll Wrap Vintage Christmas,12.0,0.0,12,15.0,1.25,B_B,0.7,37.0,7.8,45.41,0.315,0.675,True,0.0,444.0,49.0838879894726,493.0838879894726,444.0,,33.13162439289401,4380.0,1367.7938312211497,16.23864822454333,1347.6923076923078,145.4135816816985,145.41358168169847,3247.3271633633967
Ceramic Pirate Chest Money Bank,12.0,0.0,12,17.4,1.45,B_B,0.7,20.0,5.9,41.8,0.25,0.8888,True,0.0,240.0,37.12755629972928,277.1275562997293,240.0,,32.99897203919939,4380.0,1283.7136721555971,15.240436290431745,673.8461538461539,142.62058897648683,142.62058897648686,4178.185177952973
Drawer Knob Ceramic Black,12.0,0.0,12,17.4,1.45,B_B,0.7,22.0,5.4,33.93,0.273,0.9614,True,0.0,264.0,33.981153223481044,297.98115322348104,264.0,,32.669480709054675,4380.0,1064.16899270814,12.63396977644367,673.8461538461539,139.6520674989812,139.6520674989812,4490.236134997962
