Description,availability,no_suppliers,standard,price_fluctuation,total_qty,total_spend,primary_supplier,risk_index,category
Mirrored Wall Art Poppies,0.0,0.5,0.0,0.22727272727272727,209,141.4985,Northstar Trading,0.7272727272727273,Routine
Black Tea Towel Classic,0.0,0.0,0.14864864864864866,0.5,245,141.4968,Summit Procurement,0.6486486486486487,Routine
Starfish Soap Dish,0.23809523809523808,0.5,0.0,0.0,95,141.46540000000002,Summit Procurement,0.7380952380952381,Routine
Blue Diamante Pen In Gift Box,0.0,0.5,0.0,0.5,121,141.375,Gulf Source Co.,1.0,Critical
Funky Monkey Mug,0.18,0.5,0.32,0.0,209,141.1715,Gulf Source Co.,1.0,Critical
Tea Time Paper Lanterns,0.2826086956521739,0.5,0.5,0.5,120,141.096,Summit Procurement,1.7826086956521738,Critical
Lovely Bonbon Sticker Sheet,0.0,0.5,0.0,0.23214285714285715,276,140.75639999999999,Prime Supply Partners,0.7321428571428572,Routine
Christmas Musical Zinc Star,0.5,0.5,0.0,0.5,452,140.7189,Reliable Imports,1.5,Critical
Christmas Tree Star Decoration,0.5,0.0,0.1724137931034483,0.5,604,140.5508,Gulf Source Co.,1.1724137931034484,Critical
House Shape Pencil Sharpener,0.0,0.5,0.0,0.2,1896,140.4348,Gulf Source Co.,0.7,Routine
Red Charlie+Lola Personal Doorsign,0.35294117647058826,0.0,0.14705882352941177,0.35294117647058826,469,140.3643,Evergreen Supply,0.8529411764705883,Critical
Caravan Square Tissue Box,0.0,0.0,0.3409090909090909,0.3409090909090909,244,140.356,Northstar Trading,0.6818181818181818,Routine
Sweeties Stickers,0.25,0.0,0.25,0.5,280,140.168,Reliable Imports,1.0,Critical
Folding Butterfly Mirror Red,0.19642857142857142,0.5,0.30357142857142855,0.19642857142857142,281,140.0669,Reliable Imports,1.1964285714285714,Critical
String Butterflies Pink,0.22916666666666666,0.5,0.0,0.5,180,139.8713,Global Goods Ltd.,1.2291666666666665,Critical
Party Invites Dinosaurs,0.0,0.0,0.13414634146341464,0.2804878048780488,269,139.6917,Metro Wholesale,0.41463414634146345,Routine
Victorian Metal Postcard Christmas,0.5,0.5,0.0,0.5,153,139.5972,Metro Wholesale,1.5,Critical
Party Pizza Dish Pink Polkadot,0.0,0.5,0.0,0.0,536,139.417,Gulf Source Co.,0.5,Routine
Wood Stamp Happy Birthday,0.5,0.0,0.0,0.5,211,139.2508,Apex Merchants,1.0,Critical
Floral Secateurs,0.23809523809523808,0.5,0.23809523809523808,0.5,118,139.2046,Northstar Trading,1.4761904761904763,Critical
Red Salad Servers,0.20833333333333334,0.5,0.5,0.0,157,139.1805,Evergreen Supply,1.2083333333333335,Critical
Pink Sweetheart Bracelet,0.0,0.5,0.0,0.2608695652173913,66,139.128,Reliable Imports,0.7608695652173914,Routine
Decoration White Chick Magic Garden,0.5,0.0,0.0,0.0,270,139.0818,Prime Supply Partners,0.5,Routine
Birthday Card Retro Spot,0.5,0.0,0.17567567567567569,0.5,569,138.8974,Global Goods Ltd.,1.1756756756756757,Critical
Herb Marker Chives,0.0,0.0,0.34210526315789475,0.0,344,138.632,Summit Procurement,0.34210526315789475,Routine
Christmas Tree Hanging Gold,0.5,0.5,0.0,0.5,269,138.5431,Global Goods Ltd.,1.5,Critical
Black Pirate Treasure Chest,0.24358974358974358,0.5,0.2564102564102564,0.24358974358974358,145,138.47650000000002,Global Goods Ltd.,1.2435897435897436,Critical
Botanical Lavender Gift Wrap,0.0,0.5,0.0,0.5,575,138.4525,Gulf Source Co.,1.0,Critical
Easter Decoration Hanging Bunny,0.5,0.0,0.10606060606060606,0.5,567,138.2367,Summit Procurement,1.106060606060606,Critical
New Baroque Black Photo Album,0.5,0.5,0.0,0.5,36,137.8932,Summit Procurement,1.5,Critical
Green Fern Journal,0.3225806451612903,0.0,0.22580645161290322,0.0967741935483871,109,137.85299999999998,Reliable Imports,0.6451612903225806,Routine
Flowers Tile Coaster,0.5,0.5,0.2826086956521739,0.21739130434782608,486,137.8416,Summit Procurement,1.5,Critical
Paperweight Kings Choice,0.2391304347826087,0.5,0.0,0.0,155,137.4687,Evergreen Supply,0.7391304347826086,Routine
Felt Toadstool Small,0.24074074074074073,0.5,0.0,0.24074074074074073,260,137.462,Metro Wholesale,0.9814814814814814,Critical
Strawbry Scented Votive Candle,0.0,0.5,0.3,0.2,789,137.2794,Metro Wholesale,1.0,Critical
Ant Copper Lime Boudicca Bracelet,0.35714285714285715,0.5,0.0,0.5,53,137.2117,Global Goods Ltd.,1.3571428571428572,Critical
Food/Drink Sponge Stickers,0.0,0.5,0.0,0.5,1191,137.1387,Prime Supply Partners,1.0,Critical
Set/4 Badges Cute Creatures,0.5,0.5,0.0,0.2708333333333333,183,137.03040000000001,Apex Merchants,1.2708333333333333,Critical
Card Wedding Day,0.0,0.0,0.0,0.28378378378378377,618,136.99859999999998,Apex Merchants,0.28378378378378377,Routine
Iron On Dog Patches,0.5,0.5,0.0,0.28,161,136.863,Gulf Source Co.,1.28,Critical
Stripes Monkey Doll,0.2777777777777778,0.5,0.0,0.5,126,136.8624,Metro Wholesale,1.2777777777777777,Critical
Retro Plastic Elephant Tray,0.21212121212121213,0.0,0.0,0.13636363636363635,250,136.85,Global Goods Ltd.,0.3484848484848485,Routine
Red Retrospot Tape,0.17142857142857143,0.0,0.18571428571428572,0.0,497,136.8214,Metro Wholesale,0.35714285714285715,Routine
Robin Christmas Card,0.5,0.5,0.2037037037037037,0.5,585,136.7631,Evergreen Supply,1.7037037037037037,Critical
Cinnamon Scented Votive Candle,0.22,0.5,0.28,0.0,792,136.5984,Northstar Trading,1.0,Critical
Snack Tray Red Vintage Doily,0.23809523809523808,0.5,0.0,0.2619047619047619,139,136.5378,Evergreen Supply,1.0,Critical
Herb Marker Rosemary,0.3048780487804878,0.5,0.0,0.0,335,136.077,Reliable Imports,0.8048780487804879,Critical
Moody Girl Door Hanger,0.0,0.0,0.0,0.12,370,136.05360000000002,Evergreen Supply,0.12,Routine
Mousey Long Legs Soft Toy,0.1590909090909091,0.5,0.1590909090909091,0.5,89,135.9386,Gulf Source Co.,1.3181818181818181,Critical
Multi Hearts Stickers,0.18181818181818182,0.0,0.3181818181818182,0.3181818181818182,316,135.7324,Gulf Source Co.,0.8181818181818181,Critical
Beaded Crystal Heart Pink Large,0.0,0.5,0.0,0.0,178,135.5778,Prime Supply Partners,0.5,Routine
Silver Teddy Bear,0.0,0.5,0.0,0.5,74,135.5062,Prime Supply Partners,1.0,Critical
Alphabet Hearts Sticker Sheet,0.0,0.5,0.0,0.19642857142857142,288,135.35999999999999,Evergreen Supply,0.6964285714285714,Routine
Card Suki Birthday,0.5,0.0,0.0,0.5,561,135.3105,Apex Merchants,1.0,Critical
Wrap Daisy Carpet,0.0,0.5,0.0,0.125,625,135.3025,Global Goods Ltd.,0.625,Routine
Black Ear Muff Headphones,0.2916666666666667,0.5,0.0,0.5,41,135.2795,Global Goods Ltd.,1.2916666666666667,Critical
Heart Ear Muff Headphones,0.5,0.5,0.2857142857142857,0.21428571428571427,41,135.2795,Global Goods Ltd.,1.4999999999999998,Critical
Triangular Ridged Glass Posy Holder,0.0,0.5,0.0,0.0,358,135.1242,Metro Wholesale,0.5,Routine
Wrap Folk Art,0.0,0.5,0.2916666666666667,0.5,625,134.74,Metro Wholesale,1.2916666666666667,Critical
Decorative Cats Bathroom Bottle,0.36666666666666664,0.0,0.2,0.13333333333333333,241,134.7184,Northstar Trading,0.7,Routine
Origami Lavender Incense/Candl,0.5,0.5,0.25,0.25,191,134.669,Global Goods Ltd.,1.5,Critical
Woodland Small Red Felt Heart,0.22727272727272727,0.5,0.0,0.0,267,134.5146,Metro Wholesale,0.7272727272727273,Routine
Daisy Sketchbook,0.14583333333333334,0.5,0.0,0.14583333333333334,99,133.7262,Metro Wholesale,0.7916666666666667,Routine
Magnets Vintage Labels,0.0,0.0,0.16666666666666666,0.2222222222222222,371,133.3433,Summit Procurement,0.38888888888888884,Routine
Strawberry Candy Bag,0.18181818181818182,0.5,0.3181818181818182,0.18181818181818182,171,133.17,Reliable Imports,1.1818181818181819,Critical
Frappucino Scarf Knitting Kit,0.25,0.5,0.0,0.5,167,132.9931,Evergreen Supply,1.25,Critical
Funky Monkey Gift Bag Medium,0.2826086956521739,0.5,0.0,0.0,728,132.8648,Apex Merchants,0.7826086956521738,Routine
White And Blue Ceramic Oil Burner,0.0,0.5,0.0,0.0,189,132.6081,Global Goods Ltd.,0.5,Routine
Mirrored Wall Art Stars,0.5,0.5,0.0,0.2708333333333333,153,132.5985,Prime Supply Partners,1.2708333333333333,Critical
Gold Mini Tape Measure,0.0,0.0,0.3103448275862069,0.1896551724137931,287,132.4878,Evergreen Supply,0.5,Routine
Painted Pink Rabbit,0.0,0.5,0.0,0.24074074074074073,238,132.30419999999998,ValueLink Distribution,0.7407407407407407,Routine
Heart Shape Wireless Doorbell,0.5,0.0,0.16176470588235295,0.17647058823529413,100,132.29999999999998,Summit Procurement,0.8382352941176471,Critical
Cakes And Bows Gift Tape,0.16,0.5,0.0,0.16,704,132.1904,ValueLink Distribution,0.8200000000000001,Critical
Yellow Pot Plant Candle,0.25,0.5,0.0,0.5,77,131.9432,Apex Merchants,1.25,Critical
Botanical Lily Gift Wrap,0.0,0.5,0.30952380952380953,0.0,550,131.66,Metro Wholesale,0.8095238095238095,Critical
Silver Paper Doilies,0.28,0.5,0.0,0.0,158,131.2664,ValueLink Distribution,0.78,Routine
Small Chocolates Pink Bowl,0.14444444444444443,0.0,0.0,0.0,376,131.0488,Summit Procurement,0.14444444444444443,Routine
Giant Pink Heart Memo Holder,0.0,0.5,0.29545454545454547,0.5,50,130.945,Evergreen Supply,1.2954545454545454,Critical
Candy Spot Apron,0.5,0.5,0.2857142857142857,0.5,46,130.9068,Gulf Source Co.,1.7857142857142856,Critical
Wrap Keep Calm Birthday,0.5,0.5,0.0,0.5,550,130.73499999999999,Apex Merchants,1.5,Critical
Scottie Dogs Baby Bib,0.5,0.0,0.0,0.2878787878787879,412,130.6584,Summit Procurement,0.7878787878787878,Routine
Enamel Blue Rim Coffee Container,0.2826086956521739,0.5,0.0,0.21739130434782608,157,130.6029,Summit Procurement,0.9999999999999999,Critical
Easter Tin Chicks In Garden,0.5,0.5,0.0,0.5,151,130.5546,ValueLink Distribution,1.5,Critical
Vintage Kitchen Print Fruits,0.0,0.5,0.20833333333333334,0.2916666666666667,84,130.2336,Apex Merchants,1.0,Critical
Ceramic Love Hearts Mug,0.21428571428571427,0.5,0.0,0.2857142857142857,138,130.1616,Metro Wholesale,1.0,Critical
Green Paper Doilies,0.328125,0.0,0.296875,0.125,155,130.1225,Metro Wholesale,0.75,Routine
Buttons And Stripes Notebook,0.30952380952380953,0.5,0.30952380952380953,0.19047619047619047,60,130.04999999999998,Summit Procurement,1.3095238095238095,Critical
French Paisley Cushion Cover,0.5,0.5,0.3125,0.5,211,130.0135,Global Goods Ltd.,1.8125,Critical
English Rose Ironing Board Cover,0.29545454545454547,0.5,0.0,0.5,53,129.98250000000002,Global Goods Ltd.,1.2954545454545454,Critical
Blue Juicy Fruit Photo Frame,0.2962962962962963,0.5,0.0,0.2037037037037037,85,129.829,Apex Merchants,1.0,Critical
Frosted Box White T-Light Candles,0.4146341463414634,0.0,0.17073170731707318,0.5,490,129.748,Metro Wholesale,1.0853658536585367,Critical
Wrap Bird Garden,0.0,0.5,0.5,0.0,575,129.20250000000001,Reliable Imports,1.0,Critical
Travel Card Wallet Suki,0.3076923076923077,0.0,0.20512820512820512,0.10256410256410256,575,128.9725,Apex Merchants,0.6153846153846153,Routine
Envelope Curious Images,0.20833333333333334,0.5,0.2916666666666667,0.0,284,128.9371,Metro Wholesale,1.0,Critical
Skulls Storage Box Small,0.0,0.5,0.2692307692307692,0.2692307692307692,99,128.7996,Reliable Imports,1.0384615384615383,Critical
Silver Disco Handbag,0.0,0.5,0.2826086956521739,0.2826086956521739,104,128.77190000000002,Global Goods Ltd.,1.0652173913043477,Critical
Lipstick Pen Baby Pink,0.5,0.0,0.0,0.0,552,128.7624,Gulf Source Co.,0.5,Routine
Gift Bag Birthday,0.5,0.5,0.0,0.5,344,128.6563,Prime Supply Partners,1.5,Critical
Biscuits Small Bowl Light Blue,0.5,0.0,0.18181818181818182,0.5,317,128.5302,Summit Procurement,1.1818181818181819,Critical
Orange Votive Candle,0.1590909090909091,0.5,0.0,0.3409090909090909,792,128.5272,Metro Wholesale,1.0,Critical
Party Invites Jazz Hearts,0.2073170731707317,0.5,0.0,0.2073170731707317,236,128.07319999999999,Prime Supply Partners,0.9146341463414633,Critical
Easter Gift Tags,0.5,0.5,0.0,0.5,284,127.94200000000001,Global Goods Ltd.,1.5,Critical
Mini Jigsaw Dinosaur,0.25,0.5,0.0,0.25,529,127.78769999999999,Reliable Imports,1.0,Critical
Animal Stickers,0.0,0.0,0.0,0.2833333333333333,1067,127.7199,Summit Procurement,0.2833333333333333,Routine
Columbian Candle Rectangle,0.2916666666666667,0.5,0.20833333333333334,0.20833333333333334,215,127.69179999999999,ValueLink Distribution,1.2083333333333333,Critical
Ass Col Large Sand Gecko P,0.20833333333333334,0.5,0.2916666666666667,0.2916666666666667,213,127.64249999999998,ValueLink Distribution,1.2916666666666667,Critical
Pink Metal Swinging Bunny,0.0,0.5,0.0,0.15217391304347827,245,127.449,Summit Procurement,0.6521739130434783,Routine
Napkin Charms Crowns,0.2708333333333333,0.5,0.0,0.5,90,127.14,Metro Wholesale,1.2708333333333333,Critical
Noel Garland Painted Zinc,0.5,0.5,0.0,0.5,390,126.98740000000001,ValueLink Distribution,1.5,Critical
Frog Sock Puppet,0.25,0.5,0.0,0.0,67,126.9125,Apex Merchants,0.75,Routine
Curious Images Gift Wrap,0.2413793103448276,0.0,0.3275862068965517,0.41379310344827586,213,126.6507,Global Goods Ltd.,0.9827586206896552,Critical
Wrap Magic Forest,0.20454545454545456,0.5,0.0,0.20454545454545456,550,126.61,Summit Procurement,0.9090909090909092,Critical
Basket/8 Scented Love Token Candles,0.5,0.5,0.2727272727272727,0.5,52,126.55239999999999,ValueLink Distribution,1.7727272727272727,Critical
Dark Bird House Tree Decoration,0.5,0.5,0.23214285714285715,0.26785714285714285,566,126.5196,Summit Procurement,1.5,Critical
Hanging Spring Flower Egg Small,0.23214285714285715,0.5,0.0,0.26785714285714285,569,126.4402,ValueLink Distribution,1.0,Critical
Bird Light Pink Feather,0.1511627906976744,0.0,0.0,0.5,374,126.32350000000001,ValueLink Distribution,0.6511627906976745,Routine
Vintage Notebook Travelogue,0.0,0.5,0.0,0.0,79,126.31309999999999,Northstar Trading,0.5,Routine
Pink Scottie Dog W Flower Pattern,0.5,0.5,0.2608695652173913,0.2391304347826087,84,126.054,Reliable Imports,1.5,Critical
Elephant Toy With Blue T-Shirt,0.0,0.5,0.0,0.5,56,125.9288,Summit Procurement,1.0,Critical
Beaded Crystal Heart Pink On Stick,0.5,0.5,0.0,0.0,377,125.718,Summit Procurement,1.0,Critical
Blue & White Breakfast Tray,0.0,0.5,0.19047619047619047,0.30952380952380953,51,125.286,Gulf Source Co.,1.0,Critical
Round Pink Heart Mirror,0.20454545454545456,0.5,0.20454545454545456,0.0,97,125.27550000000001,Global Goods Ltd.,0.9090909090909092,Critical
Decoration Pink Chick Magic Garden,0.37037037037037035,0.5,0.0,0.0,224,125.104,Evergreen Supply,0.8703703703703703,Critical
Mini Bunnies In A Bucket,0.0,0.5,0.0,0.3076923076923077,104,124.7952,Evergreen Supply,0.8076923076923077,Critical
Summer Fun Shower Cap,0.0,0.5,0.2826086956521739,0.5,514,124.6984,Northstar Trading,1.2826086956521738,Critical
S/4 Sky Blue Dinner Candles,0.21739130434782608,0.5,0.0,0.0,329,124.6944,Northstar Trading,0.717391304347826,Routine
Opium Scented Votive Candle,0.21739130434782608,0.5,0.0,0.5,720,124.43759999999999,Metro Wholesale,1.2173913043478262,Critical
Pink Honeycomb Paper Fan,0.2916666666666667,0.5,0.5,0.0,187,124.3867,Evergreen Supply,1.2916666666666667,Critical
Paperweight Home Sweet Home,0.2608695652173913,0.5,0.0,0.0,136,124.3629,Gulf Source Co.,0.7608695652173914,Routine
Party Pizza Dish Blue Polkadot,0.2962962962962963,0.5,0.0,0.0,512,124.35619999999999,Northstar Trading,0.7962962962962963,Critical
Eau De Nil Love Bird Candle,0.25,0.5,0.25,0.0,187,124.30449999999999,Metro Wholesale,1.0,Critical
Coffee Scent Pillar Candle,0.0,0.5,0.0,0.23214285714285715,206,124.07379999999999,Summit Procurement,0.7321428571428572,Routine
Panda And Bunnies Sticker Sheet,0.22727272727272727,0.5,0.0,0.0,254,123.698,Reliable Imports,0.7272727272727273,Routine
Folkart Heart Napkin Rings,0.2692307692307692,0.5,0.0,0.0,138,123.52550000000001,Prime Supply Partners,0.7692307692307692,Routine
Embroidered Ribbon Reel Emily,0.0,0.5,0.0,0.2777777777777778,104,123.1672,Reliable Imports,0.7777777777777778,Routine
Brown Pirate Treasure Chest,0.2777777777777778,0.5,0.2222222222222222,0.2777777777777778,149,123.14429999999999,Gulf Source Co.,1.2777777777777777,Critical
Blue Spotty Luggage Tag,0.0,0.5,0.5,0.5,314,123.03759999999998,ValueLink Distribution,1.5,Critical
Swiss Chalet Tree Decoration,0.15,0.0,0.35,0.16666666666666666,430,122.9258,Reliable Imports,0.6666666666666666,Routine
Strawberry Scented Set/9 T-Lights,0.25,0.5,0.0,0.5,244,122.90320000000001,Evergreen Supply,1.25,Critical
Space Owl,0.5,0.5,0.2708333333333333,0.2708333333333333,170,122.78989999999999,Metro Wholesale,1.5416666666666665,Critical
Ladle Love Heart Pink,0.0,0.0,0.0,0.1896551724137931,527,122.7164,Global Goods Ltd.,0.1896551724137931,Routine
Mirrored Wall Art Snowflakes,0.0,0.5,0.0,0.2916666666666667,229,122.7015,ValueLink Distribution,0.7916666666666667,Routine
Moody Boy Door Hanger,0.5,0.0,0.3953488372093023,0.1511627906976744,305,122.5862,Northstar Trading,1.0465116279069768,Critical
Set/4 Butterfly Mirror Magnets,0.2608695652173913,0.5,0.0,0.2608695652173913,142,122.46600000000001,Reliable Imports,1.0217391304347827,Critical
Blue Patch Pencil Case Pink Heart,0.0,0.5,0.22727272727272727,0.0,106,122.28059999999999,Global Goods Ltd.,0.7272727272727273,Routine
English Rose Metal Waste Bin,0.5,0.5,0.0,0.0,61,122.1891,Evergreen Supply,1.0,Critical
Rose Du Sud Childs Apron,0.5,0.5,0.2391304347826087,0.2608695652173913,47,122.0496,Gulf Source Co.,1.5,Critical
Paperweight Vintage Paisley,0.16666666666666666,0.5,0.0,0.3333333333333333,163,121.6927,Evergreen Supply,1.0,Critical
Flower/Butterfly Patches,0.5,0.5,0.5,0.32608695652173914,158,121.66,Metro Wholesale,1.8260869565217392,Critical
Decoration Butterfly Magic Garden,0.5,0.0,0.0,0.3225806451612903,240,121.584,Apex Merchants,0.8225806451612903,Critical
Picture Book Eggs Easter Ducks,0.21739130434782608,0.5,0.21739130434782608,0.5,187,121.32560000000001,Global Goods Ltd.,1.434782608695652,Critical
Bathroom Scales Rubber Ducks,0.5,0.5,0.3409090909090909,0.0,55,121.2843,Evergreen Supply,1.3409090909090908,Critical
Wrap Green Russian Folkart,0.0,0.5,0.0,0.5,625,121.24,Global Goods Ltd.,1.0,Critical
Pistachio Lovebird Coaster,0.5,0.5,0.25,0.0,195,121.1805,Global Goods Ltd.,1.25,Critical
Retro Plastic S Tray,0.0,0.5,0.13043478260869565,0.13043478260869565,322,121.1752,Reliable Imports,0.7608695652173914,Routine
Set/6 Collage Paper Plates,0.18055555555555555,0.0,0.3194444444444444,0.0,422,121.1404,Metro Wholesale,0.5,Routine
Pearlised Ivory Heart Small,0.19047619047619047,0.5,0.0,0.5,153,121.0689,Summit Procurement,1.1904761904761905,Critical
S/4 Rose Pink Dinner Candles,0.5,0.5,0.2391304347826087,0.2391304347826087,266,120.8836,Northstar Trading,1.4782608695652173,Critical
Folkart Clip On Stars,0.3125,0.5,0.0,0.3125,365,120.714,Evergreen Supply,1.125,Critical
Decorative Flore Bathroom Bottle,0.23076923076923078,0.5,0.0,0.5,174,120.6384,Prime Supply Partners,1.2307692307692308,Critical
Set/6 Black Bird T-Light Candles,0.5,0.5,0.0,0.5,175,120.31949999999999,Reliable Imports,1.5,Critical
Blue Shark Helicopter,0.0,0.5,0.25,0.0,25,120.045,Summit Procurement,0.75,Routine
Vintage Rose Bead Bracelet Black,0.0,0.5,0.5,0.5,51,119.646,Reliable Imports,1.5,Critical
Set/6 Bead Coasters Gauze Bag Gold,0.0,0.5,0.5,0.0,325,119.46430000000001,Northstar Trading,1.0,Critical
Green Fairy Cake Cases,0.359375,0.0,0.5,0.0,329,118.90060000000001,Global Goods Ltd.,0.859375,Critical
Christmas Craft Heart Decorations,0.5,0.5,0.1956521739130435,0.5,96,118.7424,ValueLink Distribution,1.6956521739130435,Critical
Home Sweet Home Hook,0.3181818181818182,0.5,0.0,0.0,144,118.1789,ValueLink Distribution,0.8181818181818181,Critical
Picture Book Eggs Easter Chicks,0.5,0.5,0.21739130434782608,0.5,175,118.12500000000003,ValueLink Distribution,1.7173913043478262,Critical
Psychedelic Tile Coaster,0.30952380952380953,0.5,0.19047619047619047,0.30952380952380953,397,117.9914,Metro Wholesale,1.3095238095238095,Critical
Tea Time Breakfast Basket,0.0,0.5,0.2727272727272727,0.0,84,117.8352,Global Goods Ltd.,0.7727272727272727,Routine
First Class Passport Cover,0.19230769230769232,0.5,0.0,0.19230769230769232,91,117.4797,Evergreen Supply,0.8846153846153846,Critical
Citrus Garland Felt Flowers,0.5,0.5,0.0,0.5,101,117.38219999999998,ValueLink Distribution,1.5,Critical
Fairy Cake Paper Napkins,0.22916666666666666,0.5,0.0,0.0,225,117.045,Gulf Source Co.,0.7291666666666666,Routine
Ninja Rabbit Pink,0.5,0.5,0.0,0.2391304347826087,147,116.7931,Global Goods Ltd.,1.2391304347826086,Critical
Motoring Tissue Box,0.3404255319148936,0.0,0.0,0.13829787234042554,307,116.3856,Prime Supply Partners,0.4787234042553191,Routine
Gold Ear Muff Headphones,0.5,0.5,0.29545454545454547,0.20454545454545456,45,116.12349999999999,Metro Wholesale,1.5,Critical
Bird L Blue Feather,0.5,0.5,0.0,0.0,161,115.722,Northstar Trading,1.0,Critical
Nightingale Coathook White,0.0,0.5,0.25,0.0,105,115.3488,Summit Procurement,0.75,Routine
S/4 Black Mini Rose Candle In,0.5,0.5,0.0,0.5,262,115.1682,ValueLink Distribution,1.5,Critical
Fairy Cakes Notebook A7,0.35555555555555557,0.0,0.3,0.14444444444444443,475,115.0372,Metro Wholesale,0.8,Critical
Origami Rose Incense/Candle,0.30434782608695654,0.5,0.0,0.0,187,114.9982,Metro Wholesale,0.8043478260869565,Critical
Carousel Washbag,0.2692307692307692,0.5,0.0,0.23076923076923078,90,114.948,Apex Merchants,1.0,Critical
Napkin Charms Instrument,0.5,0.5,0.0,0.5,77,114.44720000000001,Summit Procurement,1.5,Critical
Black Face Lamb With Pants,0.5,0.5,0.0,0.0,44,114.0882,Prime Supply Partners,1.0,Critical
Ribbons Purse,0.5,0.5,0.0,0.5,110,113.88300000000001,ValueLink Distribution,1.5,Critical
Card Party Games,0.5,0.0,0.19696969696969696,0.3787878787878788,502,113.8558,ValueLink Distribution,1.0757575757575757,Critical
Christmas Tree Decoration With Bell,0.5,0.5,0.0,0.5,541,113.82639999999999,Apex Merchants,1.5,Critical
Dairy Maid Small Milk Jug,0.0,0.5,0.0,0.22916666666666666,83,113.8179,Evergreen Supply,0.7291666666666666,Routine
Cosy Slipper Shoes Large Red,0.2391304347826087,0.5,0.0,0.5,65,113.70450000000001,Reliable Imports,1.2391304347826086,Critical
Dairy Maid Pudding Bowl,0.18181818181818182,0.5,0.3181818181818182,0.0,44,113.52000000000001,Apex Merchants,1.0,Critical
English Rose Tape Measure,0.2608695652173913,0.5,0.0,0.5,144,113.39999999999999,Summit Procurement,1.2608695652173914,Critical
Skulls Square Tissue Box,0.0,0.5,0.0,0.5,295,113.3535,Global Goods Ltd.,1.0,Critical
Easter Tin Chicks Pink Daisy,0.5,0.5,0.0,0.5,125,113.025,Summit Procurement,1.5,Critical
Pink Gingham Cat With Scarf,0.2391304347826087,0.5,0.0,0.5,91,113.0038,Northstar Trading,1.2391304347826086,Critical
Dairy Maid Sugar Jam Bowl,0.0,0.5,0.0,0.0,81,112.6062,Prime Supply Partners,0.5,Routine
Tutti Frutti Bracelet,0.13333333333333333,0.0,0.0,0.0,875,112.56819999999999,Summit Procurement,0.13333333333333333,Routine
Set/6 Fruit Salad Paper Plates,0.1724137931034483,0.0,0.1724137931034483,0.3275862068965517,507,112.5127,Summit Procurement,0.6724137931034483,Routine
Green Birdhouse Decoration,0.5,0.5,0.0,0.0,264,112.4688,Metro Wholesale,1.0,Critical
Eau De Nile Heart Shape Photo,0.3,0.5,0.2,0.0,105,111.405,Apex Merchants,1.0,Critical
Easter Decoration Natural Chick,0.5,0.0,0.0,0.5,338,110.62260000000002,ValueLink Distribution,1.0,Critical
Mini Toadstool Pegs,0.24074074074074073,0.5,0.0,0.0,133,110.5629,Prime Supply Partners,0.7407407407407407,Routine
Hearts Gift Tape,0.0,0.5,0.0,0.23214285714285715,431,110.5192,Gulf Source Co.,0.7321428571428572,Routine
Madras Notebook Medium,0.0,0.5,0.24074074074074073,0.25925925925925924,248,110.39240000000001,Apex Merchants,1.0,Critical
Pink Paisley Square Tissue Box,0.13513513513513514,0.0,0.25675675675675674,0.5,241,110.0135,Gulf Source Co.,0.8918918918918919,Critical
Set/4 Bird Mirror Magnets,0.5,0.5,0.5,0.0,228,109.96560000000001,Apex Merchants,1.5,Critical
Set/6 Pink Bird T-Light Candles,0.1346153846153846,0.5,0.0,0.1346153846153846,92,109.788,Northstar Trading,0.7692307692307692,Routine
Travel Card Wallet Vintage Leaf,0.23076923076923078,0.5,0.0,0.5,446,109.5822,Evergreen Supply,1.2307692307692308,Critical
Magic Drawing Slate Leap Frog,0.16666666666666666,0.0,0.0,0.375,504,109.5456,Northstar Trading,0.5416666666666666,Routine
Mini Playing Cards Gymkhana,0.0,0.5,0.26785714285714285,0.23214285714285715,483,109.5444,Evergreen Supply,1.0,Critical
Small Folkart Star Christmas Dec,0.5,0.5,0.32,0.5,681,109.455,Evergreen Supply,1.82,Critical
Bunny Decoration Magic Garden,0.5,0.0,0.0,0.0,219,108.96879999999999,Summit Procurement,0.5,Routine
Premium Church Candle,0.25,0.5,0.25,0.25,86,108.5406,Gulf Source Co.,1.25,Critical
Blue Knitted Hen,0.30952380952380953,0.5,0.0,0.0,106,108.43799999999999,Apex Merchants,0.8095238095238095,Critical
Porcelain Budah Incense Holder,0.2857142857142857,0.5,0.0,0.0,1842,108.10379999999999,Apex Merchants,0.7857142857142857,Routine
Card Cat And Tree,0.0,0.0,0.0,0.2972972972972973,480,107.85600000000001,Summit Procurement,0.2972972972972973,Routine
French Lattice Cushion Cover,0.29545454545454547,0.5,0.0,0.5,186,107.4445,Metro Wholesale,1.2954545454545454,Critical
Hen Party Cordon Barrier Tape,0.5,0.5,0.2619047619047619,0.0,127,107.315,Northstar Trading,1.2619047619047619,Critical
Birthday Party Cordon Barrier Tape,0.5,0.0,0.0,0.5,161,107.3038,Global Goods Ltd.,1.0,Critical
S/4 Groovy Cat Magnets,0.0,0.5,0.2391304347826087,0.0,114,107.0307,Prime Supply Partners,0.7391304347826086,Routine
Metal Sign His Dinner Is Served,0.4090909090909091,0.0,0.0,0.19696969696969696,147,106.9901,Metro Wholesale,0.6060606060606061,Routine
Fire Engine/Car Patches,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,143,106.89250000000001,Global Goods Ltd.,1.1666666666666667,Critical
